Popularity,Title,Genre,User Rating,Number of Votes,Runtime,Year,Summary,Director,Stars,Certificate
4399,Tiny Toon Adventures: Buster Busts Loose!,"Action, Adventure",6.9,55,,1992,"It's just like a real cartoon, except you're the main character! But be warned. Accept the role of Buster Bunny, and your tail will be on the line against Calamity Coyote, Elmyra, Dizzy Devil, Dr. Gene Splicer, Montana Max and gazillions of other 16 bit bullies craving a pot of Hasenpfeffer stew. Gulp! Only you can stop those pesky pranksters from getting the jump on your pal Buster Bunny. But it won't be cake, Jake! You'll have to use Buster's all new Spin Kick and Mad Dash to bust through ACME Looniversity's toughest classes. If you pass that test, you'll hop aboard a Wild West Train Ride. Then explore a spooky Monster Mansion. Play in a far-out Foot Game. Bounce through an aerial Sky Jinx in search of stratospheric treasures. And blast-off on a Babs Bunny (no relation!) rescure mission that's totally spaced-out. Ready to fork over the bucks, Buster? Well hang on your ears - there's more! Between each level are five subgames, including Furrball's Championship Squash, Hungry Boy Hamton and Plucky Duck's Go-Go Bingo. SO ACTUALLY IT'S LIKE ELEVEN GAMES IN ONE! And we haven't even mentioned the Pinball Wizardry, Acme Anvils and Icky Tricky Sticky Traps that'll make you feel like you're in an actual cartoon. Wow! To make it through all that Buster better have a lucky bunny's foot. Or else you'll be the one getting stewed!",,nan,
4400,Mass Effect: Infiltrator,"Action, Sci-Fi",6.4,53,,2012,The protagonist Randall Ezno is sent from mass effect with a help his old friend Inali to save the future from outer space with a fight from Cerberus and Turian.,,"Jay Anthony Franke, Carolyn Shakespeare-Allen, Fiona Reid, Jerome Smith",
4401,Need for Speed: High Stakes,"Action, Adventure, Crime",7.4,538,,1999,Race against street racers for keeps or take on the police in Need for Speed: High Stakes.,,"Claire Beck, Jim Conrad, Gio Corsi, David Kaye",E
4402,Virtua Fighter 4,Action,7.8,181,,2002,Play as one of 13 fighters in the fourth part in the franchise that was birthed in the arcade: Virtua Fighter.,"Toru Ikebuchi, Yu Suzuki,","Shin'ichirô Miki, Mahito Tsujimura, Minami Takayama, Shigeru Chiba",T
4403,Street Fighter Anniversary Collection,Action,8.3,74,,2004,A compilation game of 'Hyper Street Fighter II' and 'Street Fighter III 3rd Strike: Fight for the Future'. It also includes 'Street Fighter II: The Animated Movie' as a bonus.,"Hidetoshi Ishizawa,","Yuki Amano, Lawrence Bayne, Len Carlson, Francis Diakowsky",T
4404,Joseph: Collapse,Action,7,10,,2022,,,Greg Bryk,
4405,Road Avenger,"Action, Adventure, Crime",6.6,47,,1985,Anime-like racing video-game in which you must avenge the death of your wife by defeating the evil thugs who killed her through various dangerous roads and courses.,,"Yoshihisa Kishimoto, Hideki Takayama",
4406,BlazBlue: Calamity Trigger,"Action, Fantasy, Sci-Fi",7.4,66,,2008,"Anime-inspired fighting game, and it pretty much nails it.","Toshimichi Mori,","Tomokazu Sugita, Tetsuya Kakihara, Kanako Kondô, Kana Ueda",
4407,Little Nemo: The Dream Master,"Action, Adventure, Fantasy",7.8,118,,1990,"Nemo journeys to Slumberland to rescue Morpheus, the king of Slumberland, from the clutches of the evil Nightmare King.",,nan,
4408,The Elder Scrolls Online: High Isle,"Action, Adventure, Fantasy",,,,2022,,,"Paul Guyet, Tommie Earl Jenkins, Tara Langella, Beau Marie",
4409,Gangstar Rio: City of Saints,"Action, Adventure, Crime",7.6,16,,2011,"The acclaimed Gangstar series is back on Android devices to offer you a whole new place to have criminally good fun, You'll never experience a better way to discover Rio de Janeiro.","Dominique Canzeri, Kouya Hol, Paul Jesper, Pham Hong Phat,","Rayna Anderson, Jason Cushing, Hugo Dourado, Joshua Goldberg",M
4410,Terrordrome: Reign of the Legends,"Action, Horror",,,,2021,"Play as our fearless protagonist, Alex Van Helsing, as he ventures his way to take down Dracula once and for all. Prepare to meet new playable allies and enemies like Frankenstein's Monster, Bigfoot, Bloody Mary, and much more.","Marc Echave,","Eric Holzschuh, Jens Sander Kiilstofte, Jason Moore, Mel Shiner",
4411,Arcade America,"Action, Adventure, Comedy",,,,1996,"Joey and his monsters have a gig at Woodstock. Help Joey drive to ten famous locations in the US, shoot various foes there and get his monster bandmate friends together before the time runs out and the concert starts.","Steve Martino,","Dawn Bobbette, Janice Caston, Daniela DiMatteo, Dave DiMatteo",
4412,Mappy,"Action, Family",7.4,84,,1983,"Mappy is a side-scrolling platform game that features Mappy, a police mouse that must retrieve stolen goods that are stored in a Mansion that belong to a cat gang (called Meowkies in the game) that Mappy must avoid.",,nan,
4413,Super Bomberman,Action,7.3,146,,1993,The first video game in the Bomberman series released for the Super NES. It is also the first four-player game to be released on the Super NES.,,Mikio Ueyama,
4414,Alan Wake: The Signal,"Action, Horror, Mystery",7.6,119,,2010,"Wake faces a threat unlike anything he's ever encountered before and yet one he's intimately familiar with. In order to make sense of it all, he must follow the Signal.",,Markus Mäki,
4415,Splatterhouse 3,"Action, Fantasy, Horror",7.9,116,,1993,Third entry in the Lovecraftian horror series.,,Sammy Shimotsuma,MA-13
4416,Jurassic Park II: The Chaos Continues,"Action, Sci-Fi",6.3,46,,1994,,,nan,
4417,NBA Live 95,Action,7.7,62,,1994,"The game that started the NBA Live series, NBA Live 95. Videogame Basketball.",,nan,E
4418,WCW vs. the World,Action,6,47,,1997,Video game where the big boys play ballet with tea drinkers party.,,nan,E
4419,Mad Dash Racing,"Action, Adventure, Sport",6.9,22,,2001,"Mad Dash Racing is a racing game that combines high-speed combat racing action with 3-D adventure-style elements. With a wide range of crazy characters and tracks on which to to race, are you ready?","Glen A. Schofield,","Billy West, Willow Wray, Charles Martinet",T
4420,Boom Beach,Action,5.9,144,,2013,"Boom Beach, a video game made by Supercell (WHICH HAS ALSO MADE CLASH OF CLANS) is a Strategic game in which you have a village and you do Wars and stuff",,Brian Stivale,
4421,Super Street Fighter II Turbo,"Action, Fantasy",8,673,,1994,"Fight more Street Fighter opponents, now with 3 different speed levels.",,Dennis Falt,T
4422,UglyDolls: An Imperfect Adventure,"Action, Adventure",4.8,20,,2019,Travel to Uglyville and help the UglyDolls restore peace to their quirky home after a band of glitching robots from Perfection accidentally arrive and start causing chaos in the streets.,"Kathy A. Bucklin,",Kellen Goff,
4423,Dynasty Warriors 4: Xtreme Legends,"Action, Adventure, Fantasy",7.7,53,,2003,,"Takashi Morinaka,","Hisao Egawa, Moriya Endo, Kôji Haramaki, Yukitoshi Hori",T
4424,Mass Effect 2: Lair of the Shadow Broker,"Action, Adventure, Sci-Fi",8.9,131,,2010,"Liara T'Soni is tracking down the mysterious Shadow Broker, and no one is safe. She'll do anything to recover the man the Broker kidnapped - and the Shadow Broker's agents will do anything to stop her.","Casey Hudson,","Ali Hillis, Mark Meer",M
4425,EastEnders: The Arcade Game,Action,3.3,10,,1987,,,nan,
4426,Delta Force: Xtreme,"Action, Adventure, War",5.6,9,,2005,"In this exciting remake of the first Delta Force with the graphics of Joint Operations, NovaLogic recreated the original 20 missions of the iconic game and even made a few dozen new ones for this remake, Making this a whole new experience.",,Michael Bambino,T
4427,Godzilla: Save the Earth,"Sci-Fi, Action",8.2,184,,2004,"A race of aliens called the Vortak have come to Earth seeking Godzilla's skin cells. It's now up to Godzilla, Rodan, Baragon, Mothra, and many other kaiju to defend the planet from this menace.","Antoine Charreyron,","Anne Le Chartier, Frédéric Kontogom",T
4428,Feeding Frenzy 2: Shipwreck Showdown,"Action, Adventure",7,31,,2006,"The feeding frenzy begins again, Swim and swerve through underwater worlds, chow down on smaller fish, and chomp your way to ocean supremacy, But watch out: boatloads of pesky predators are looking to make lunch out of you.","Ed Allard, Ben Lyon,",Jason Kapalka,E
4429,Pariah,"Action, Sci-Fi",6.5,97,,2005,"First person shooter with vehicular combat sections about a medic trying to rescue a woman turned human weapon with the ability to create explosions, whose power all factions on the hostile planet they crash landed on want for themselves.",,"Rachel Schmalz, Shannon Ewing, Rodd Houston, Carrie Keranen",M
4430,The Samer Khatib Legacy collection(TM),"Action, Adventure, Comedy",,,,2020,A collection of Samer Khatib's (Snowconesolid) earliest works in game design.,,Samer Khatib,
4431,Dynamite Duke,"Action, Sci-Fi",6.2,20,,1989,Dynamite Duke is an action arcade game developed by Seibu Kaihatsu.,,Hitoshi Hamada,
4432,Destruction AllStars,"Action, Sci-Fi, Sport",5.7,82,,2021,"The player assumes control of one of 16 AllStars, each of them has access to unique hero vehicles.","Kirsty Gillmore,","Federico Louhau, Osy Ikhile, Brian Herring, Andrew Morgado",T
4433,Starbound,"Action, Adventure, Sci-Fi",7.1,88,,2016,A space explorer must travel through the galaxy and meet different races to stop a mysterious threat.,,Finn Brice,
4434,King's Bounty II,"Action, Adventure, Fantasy",6.4,20,,2021,Turn-based tactical role-playing game in which players build relationships and lead their troops into battle in a fantasy world.,"Kirsty Gillmore,","Doug Cockle, Laurence Bouvard, Jessica Preddy, Kathryn Akin",T
4435,Zombie Apocalypse: Never Die Alone,Action,,,,2011,"Zombie Apocalypse: Never Die Alone is a direct sequel to 2009's Zombie Apocalypse,and features four new heroes who must attempt to survive a zombie uprising.",,Owen Thomas,
4436,Destroy All Humans! Clone Carnage,"Action, Adventure, Sci-Fi",5.1,11,,2022,"Wreak havoc in Clone Carnage. Comes with 4 modes, 6 maps, and up to 4-player multiplayer. Split-screen lets you double the damage in local 2-player multiplayer. Unleash your wild side in Rampage, Armageddon, Race, and Abduction modes.",,nan,T
4437,Fable: The Lost Chapters,"Action, Adventure, Fantasy",8,33,,2005,"Fable: The Lost Chapters is a version of Lionhead's Xbox-exclusive Fable, featuring enhancements to storyline and gameplay. The game expands the main plot of the original release, continuing it beyond the final confrontation as well as adding nine new areas and sixteen quests. A few characters from the earlier version participate in the storyline more actively and have their own quests. Additional content includes new buildings, monsters, weapons, spells, items, and armor. The protagonist also has more expressions and ways of communicating with people at his disposal. In the computer versions players have the ability to create their own tattoo designs and import them into the game.","Peter Molyneux,","Georg Backer, Emma Butcher, Luke Butcher, Stephane Cornicard",M
4438,Fallout 4: Automatron,"Action, Adventure, Sci-Fi",6.4,73,,2016,"The mysterious Mechanist has unleashed a horde of evil robots into the Commonwealth, including the devious Robobrain. Hunt them down and harvest their parts to build and mod your own custom robot companions. Choose from hundreds of mods; mixing limbs, armor, abilities, and weapons like the all-new lightning chain gun. Even customize their paint schemes and choose their voices!",,Todd Howard,M
4439,Spider-Man 2,Action,3.9,33,,2004,"Designed and developed exclusively for the N-Gage gaming system, this version of ""Spider-Man 2"" is primarily a 2D platformer, with some 3D race-against-time stages interspersed. There are fifteen 2D levels and five 3D levels, with the main villains being The Lizard, Rhino, and Doc Ock.",,nan,T
4440,Elite,"Action, Adventure, Sci-Fi",8.4,107,,1984,"The classic space trading game. You and your Cobra Mk III battle wagon have to become 'Elite.' but this is only achieved if you do very suicidal things You start the game with the rating 'Harmless,' and must work your way up the ranks by trading and blowing the rocket fuel out of everything you see.",,nan,
4441,Enderal: Forgotten Stories,"Action, Adventure, Fantasy",7.6,41,,2019,"An outlander arrives on Enderal in search of a second chance in life. The outlander soon gets pulled into the turmoil the continent suffers at the moment. The Red Madness is devouring the lands, turning everyone affected into mindless animals searching for flesh. The outlander soon discovers his/her ability to see a glimpse of the past, witnessing the end of a previous civilization on Enderal. He/she gets dragged into working for the Holy Order, a religious organization that has ruled over Enderal since the presumed death of the Light-Born. They assume that the outlander is a prophet who is the only hope to prevent the end of the world.",,"Nicolas Lietzau, Johannes Scheer",
